Season,TeamID,G1,G2,G3,G4,G5
2019,3443,L,W,W,W,W
2019,3417,L,W,W,W,L
2019,3358,L,L,W,W,W
2019,3254,L,L,L,L,W
2019,3355,W,W,W,W,W
2019,3357,L,W,W,W,W
2019,3198,L,L,W,L,L
2019,3132,L,L,L,W,L
2019,3313,L,W,W,W,L
2019,3369,L,L,W,L,L
2019,3442,L,L,L,L,L
2019,3189,L,L,W,L,L
2019,3201,L,W,L,L,W
2019,3453,L,W,W,W,W
2019,3144,L,W,W,W,L
2019,3218,L,W,W,W,W
2019,3351,L,W,W,W,W
2019,3384,L,W,W,L,W
2019,3447,L,L,L,L,L
2019,3326,L,L,W,W,W
2019,3310,L,L,L,L,L
2019,3312,L,L,L,W,L
2019,3315,L,W,L,W,L
2019,3182,L,W,W,W,W
2019,3175,L,L,W,W,L
2019,3359,L,L,W,L,L
2019,3391,L,L,W,L,W
2019,3415,L,W,W,L,L
2019,3450,L,L,L,L,L
2019,3364,L,L,W,W,L
2019,3456,L,W,W,L,L
2019,3367,L,L,L,L,W
2019,3406,W,W,W,L,L
2019,3164,L,W,L,W,W
2019,3204,L,L,L,L,L
2019,3159,L,W,L,W,W
2019,3352,W,W,W,W,L
2019,3435,L,L,W,L,L
2019,1112,L,L,L,W,W
2019,1137,L,W,W,W,L
2019,1173,L,W,W,L,W
2019,1177,L,L,W,W,L
2019,1267,L,W,W,W,W
2019,1326,L,W,L,L,L
2019,1388,W,W,L,W,W
2019,1389,L,W,W,L,W
2019,1395,L,W,W,L,L
2019,1401,L,W,L,L,W
2019,1456,L,W,W,W,W
2019,1460,L,W,W,W,L
2019,3104,L,W,L,W,L
2019,3179,L,W,W,W,W
2019,3209,L,W,L,W,L
2019,3211,L,W,W,W,W
2019,3214,L,W,L,L,W
2019,3226,L,W,W,L,W
2019,3227,L,L,L,L,L
2019,3228,L,L,L,L,L
2019,3231,L,W,W,L,W
2019,3232,L,L,L,L,L
2019,3242,L,W,L,L,L
2019,3246,L,W,L,W,W
2019,3272,L,W,L,L,L
2019,3293,L,W,L,W,W
2019,3301,L,W,W,L,W
2019,3345,L,W,W,L,L
2019,3347,W,W,W,W,W
2019,3377,L,W,W,W,W
2019,3381,L,W,L,L,W
2019,3390,W,W,W,W,W
2019,3401,L,W,W,W,W
2019,3416,L,W,W,W,W
2019,3428,L,L,L,W,W
2019,3437,L,L,W,W,L
2019,3455,L,W,L,L,L
2019,1223,L,L,W,W,L
2019,1382,L,W,W,W,L
2019,1316,L,W,W,W,W
2019,1126,L,L,W,W,L
2019,1184,L,W,L,W,L
2019,1153,W,W,W,L,L
2019,1270,L,L,L,W,L
2019,1248,L,L,L,L,W
2019,1167,L,L,L,L,L
2019,1366,L,W,L,L,L
2019,1219,L,W,L,W,L
2019,1441,L,L,L,L,W
2019,3368,L,L,L,L,L
2019,3304,L,W,L,W,W
2019,3422,L,L,W,W,L
2019,3285,L,W,W,L,L
2019,3194,L,L,L,L,L
2019,3465,L,W,W,W,W
2019,3434,L,W,W,L,L
2019,3105,L,L,L,L,L
2019,3454,L,L,W,W,W
2019,3267,L,W,L,L,W
2019,3282,L,W,W,L,L
2019,3106,L,L,L,W,L
2019,3238,L,W,W,W,W
2019,3191,L,L,L,W,L
2019,3125,W,W,W,W,L
2019,3123,L,L,W,L,L
2019,3354,L,W,L,W,W
2019,3166,L,W,L,W,W
2019,3360,L,W,L,L,L
2019,3413,W,W,W,W,W
2019,3349,W,W,W,W,W
2019,3338,L,L,W,L,L
2019,3305,L,W,L,W,L
2019,3216,L,W,W,W,W
2019,3115,L,L,L,L,L
2019,1163,L,W,W,L,W
2019,1228,L,W,L,L,W
2019,1234,L,W,L,L,L
2019,1257,L,W,L,W,L
2019,1321,L,L,W,L,L
2019,1374,L,W,W,L,L
2019,1428,L,W,W,L,W
2019,3129,W,W,W,W,W
2019,3130,L,L,L,L,L
2019,3141,L,W,W,W,W
2019,3150,L,W,W,W,W
2019,3155,L,W,L,W,L
2019,3241,L,W,W,W,W
2019,3296,L,W,W,L,L
2019,3336,L,L,L,W,W
2019,3400,L,W,W,L,L
2019,3408,L,L,L,L,L
2019,3444,L,L,L,W,L
2019,3449,L,W,W,L,L
2019,3458,L,W,W,L,L
2019,1287,L,W,W,L,W
2019,1191,L,W,L,L,L
2019,1311,W,W,L,L,W
2019,1309,L,W,W,L,W
2019,1322,L,L,L,W,L
2019,3348,L,L,W,L,L
2019,3324,L,L,L,L,L
2019,3421,L,W,L,W,L
2019,3203,L,L,L,W,W
2019,3344,L,W,L,L,L
2019,3411,L,L,W,W,W
2019,3236,L,W,L,L,L
2019,3457,L,L,L,L,L
2019,1101,W,W,W,W,W
2019,1110,L,W,L,W,L
2019,1141,L,W,W,W,L
2019,1157,L,L,W,W,L
2019,1185,L,L,W,W,L
2019,1202,L,W,W,W,L
2019,1208,L,L,L,W,L
2019,1210,L,W,W,L,L
2019,1218,L,W,W,L,L
2019,1220,L,W,W,W,W
2019,1233,W,W,W,W,W
2019,1241,L,W,L,L,W
2019,1243,L,W,W,W,W
2019,1254,L,W,W,W,W
2019,1255,L,L,L,L,W
2019,1274,L,W,L,W,L
2019,1280,L,W,W,L,L
2019,1285,W,W,W,W,L
2019,1297,W,W,W,W,W
2019,1328,L,L,W,W,L
2019,1336,L,W,W,L,W
2019,1341,W,W,W,W,W
2019,1347,L,W,W,L,W
2019,1353,L,L,L,W,W
2019,1386,L,W,L,L,W
2019,1397,L,W,W,L,W
2019,1402,L,W,L,L,W
2019,1405,L,W,W,W,W
2019,1436,W,W,W,W,W
2019,1439,L,W,W,L,W
2019,1463,W,W,W,L,L
2019,3110,L,W,W,W,L
2019,3112,L,W,L,L,L
2019,3114,W,W,W,W,W
2019,3116,L,W,W,W,L
2019,3119,L,L,L,L,L
2019,3126,W,W,W,W,L
2019,3127,L,L,L,W,W
2019,3139,L,W,L,L,W
2019,3140,W,W,W,W,W
2019,3162,L,L,L,W,L
2019,3171,L,W,L,L,W
2019,3173,L,W,W,W,L
2019,3176,L,W,W,W,L
2019,3177,W,W,W,W,W
2019,3185,L,W,W,L,L
2019,3193,L,W,L,W,W
2019,3200,W,W,W,W,W
2019,3208,L,L,W,W,W
2019,3213,L,L,W,L,L
2019,3219,L,W,W,W,W
2019,3234,W,W,W,W,W
2019,3235,L,W,W,W,W
2019,3237,L,W,W,L,W
2019,3248,L,W,L,L,L
2019,3252,W,L,L,L,L
2019,3268,L,W,W,W,W
2019,3275,L,W,W,L,L
2019,3276,L,W,W,L,W
2019,3278,L,W,L,L,W
2019,3287,L,W,W,W,W
2019,3292,L,W,W,L,W
2019,3303,L,L,L,W,L
2019,3307,L,W,L,W,W
2019,3318,L,W,W,W,W
2019,3320,L,W,L,W,W
2019,3323,W,W,W,W,W
2019,3328,L,L,L,W,W
2019,3329,L,L,L,L,W
2019,3333,L,W,L,W,W
2019,3346,W,W,W,W,W
2019,3361,L,W,W,W,W
2019,3362,L,W,L,L,L
2019,3374,L,L,W,W,W
2019,3385,L,W,L,L,W
2019,3387,L,W,L,W,L
2019,3388,L,W,W,L,L
2019,3403,L,W,W,L,L
2019,3412,L,W,W,W,W
2019,3436,L,L,L,W,L
2019,1117,L,L,W,L,L
2019,1452,L,W,W,L,W
2019,1430,L,W,W,W,W
2019,1300,W,W,W,L,W
2019,1171,L,L,L,L,L
2019,1180,L,L,L,W,L
2019,1149,L,W,W,W,W
2019,1249,L,W,W,W,W
2019,1339,L,L,L,L,L
2019,1453,L,W,L,W,L
2019,1107,L,W,L,L,W
2019,1244,L,W,L,L,L
2019,1356,L,W,W,W,L
2019,1135,L,W,W,L,W
2019,1350,L,W,L,L,L
2019,1306,W,L,W,L,L
2019,1122,L,W,L,L,W
2019,1296,L,W,W,W,W
2019,1431,L,L,L,L,L
2019,1217,L,W,W,L,W
2019,1410,L,W,L,W,W
2019,1349,L,L,W,W,W
2019,1440,L,W,W,W,W
2019,1365,L,W,L,W,W
2019,1192,W,W,W,W,W
2019,1240,L,W,W,W,W
2019,1132,L,W,W,L,L
2019,1418,L,W,W,L,W
2019,1116,L,W,W,W,L
2019,1102,L,W,L,L,W
2019,1324,L,W,W,W,W
2019,1253,L,W,W,W,W
2019,1214,L,W,W,W,W
2019,1143,L,W,W,W,L
2019,3256,L,L,L,L,L
2019,3322,W,L,W,L,W
2019,3251,L,W,W,W,W
2019,3165,L,W,L,W,W
2019,3183,L,W,L,L,L
2019,3190,L,W,W,W,L
2019,3295,L,L,L,W,L
2019,3156,L,L,L,L,L
2019,3316,L,W,W,W,W
2019,3102,L,L,L,L,L
2019,3270,L,L,W,L,L
2019,3288,L,W,W,L,L
2019,3300,L,W,L,L,W
2019,3210,L,L,L,L,W
2019,3331,L,W,W,W,W
2019,3192,L,W,W,L,L
2019,3398,L,L,W,L,L
2019,3151,L,W,W,L,L
2019,3286,L,L,W,W,L
2019,3372,L,W,W,L,W
2019,3145,L,L,W,W,L
2019,3291,L,W,L,L,W
2019,3306,L,L,L,L,L
2019,3438,L,W,L,L,W
2019,3299,L,W,W,W,W
2019,3402,L,L,W,L,W
2019,3245,L,W,W,W,L
2019,3131,L,L,W,W,W
2019,3174,L,L,W,W,W
2019,3217,L,W,W,L,L
2019,3178,L,L,L,L,L
2019,3117,L,W,L,W,L
2019,3142,L,L,L,W,L
2019,3309,L,W,L,L,W
2019,3180,L,W,W,W,L
2019,3392,L,W,W,W,L
2019,3195,W,W,W,W,W
2019,3363,L,W,L,W,L
2019,3419,L,W,W,L,L
2019,3107,L,W,L,W,L
2019,3184,L,L,L,L,L
2019,3461,L,W,W,L,W
2019,3386,L,W,L,L,W
2019,3356,L,W,W,L,L
2019,3111,L,W,W,W,L
2019,3255,L,L,L,L,L
2019,3273,W,W,W,W,W
2019,3424,L,W,L,W,W
2019,3260,L,W,L,L,L
2019,3253,L,W,L,L,L
2019,1103,L,W,L,W,L
2019,1125,L,W,W,W,W
2019,1133,W,W,W,L,W
2019,1139,L,L,W,L,L
2019,1161,L,L,L,L,W
2019,1182,L,L,L,W,L
2019,1222,L,W,W,W,W
2019,1245,L,W,W,L,W
2019,1252,L,W,W,W,W
2019,1258,L,W,W,W,L
2019,1279,L,W,L,L,L
2019,1293,W,W,W,W,W
2019,1315,L,L,W,W,W
2019,1317,L,W,L,L,L
2019,1319,L,W,L,L,L
2019,1381,L,W,W,L,L
2019,1426,L,W,W,W,W
2019,1448,L,L,L,L,W
2019,3133,L,L,L,W,W
2019,3158,L,L,L,L,L
2019,3250,L,W,W,W,W
2019,3263,W,W,W,W,W
2019,3332,L,W,W,W,W
2019,3335,L,W,W,W,W
2019,3339,L,W,L,L,W
2019,3365,L,W,L,W,W
2019,3383,L,W,W,W,L
2019,3420,L,W,L,W,L
2019,3426,L,W,W,W,W
2019,3431,L,W,W,L,W
2019,1275,L,L,L,L,W
2019,1329,L,W,W,L,L
2019,1200,L,L,W,L,L
2019,1129,L,W,W,L,L
2019,1398,L,L,W,L,L
2019,1424,L,W,W,L,L
2019,1162,L,W,W,W,L
2019,1363,L,L,L,L,W
2019,1407,W,L,L,L,L
2019,1354,L,W,L,L,L
2019,1320,L,W,W,L,L
2019,1346,L,L,W,W,L
2019,1404,L,W,W,L,L
2019,3152,L,L,L,L,W
2019,3405,L,W,L,W,W
2019,3373,L,L,L,W,W
2019,3244,L,W,L,L,L
2019,3427,L,L,L,W,L
2019,3108,L,L,L,L,L
2019,3283,W,W,W,W,W
2019,1194,L,L,L,W,L
2019,1379,L,W,W,W,L
2019,1450,L,L,L,L,L
2019,3138,W,W,W,L,W
2019,3163,W,W,W,W,W
2019,3170,L,L,L,L,L
2019,3172,L,W,L,L,W
2019,3188,L,W,L,W,L
2019,3221,L,W,L,W,L
2019,3265,L,W,W,W,W
2019,3308,W,W,W,W,W
2019,3325,L,W,W,W,W
2019,3334,L,W,L,W,L
2019,3340,W,W,W,W,L
2019,3376,L,L,W,W,L
2019,3379,L,L,W,W,W
2019,3397,L,W,W,L,L
2019,3462,L,L,L,L,L
2019,1111,L,L,W,W,L
2019,1142,L,L,L,L,W
2019,1383,L,L,W,L,L
2019,1408,L,L,L,L,L
2019,1358,L,W,L,W,W
2019,1391,L,L,W,L,W
2019,3149,L,W,W,W,W
2019,3229,L,W,W,L,W
2019,3186,L,W,W,W,L
2019,3380,W,W,W,W,L
2019,3298,L,L,L,L,L
2019,3202,L,W,W,W,L
2019,3181,L,W,W,W,W
2019,3423,L,W,L,W,L
2019,3290,L,W,W,L,L
2019,3342,L,W,L,L,W
2019,3239,L,L,L,W,W
2019,3399,L,W,W,L,L
2019,1310,L,L,W,L,L
2019,1325,L,W,L,W,L
2019,1377,L,W,W,L,W
2019,3243,L,W,W,W,W
2019,3394,L,W,W,W,L
2019,1292,L,W,W,L,W
2019,1427,L,L,W,W,L
2019,1394,L,W,W,W,L
2019,3451,L,W,L,L,L
2019,3410,L,W,W,L,W
2019,3317,L,W,L,L,L
2019,1114,L,L,L,L,L
2019,1145,L,W,W,L,L
2019,1160,L,W,W,W,W
2019,1198,L,W,L,W,W
2019,1204,L,W,L,W,W
2019,1294,L,L,W,W,W
2019,1465,L,W,L,L,W
2019,3103,L,L,L,L,W
2019,3414,L,W,W,W,L
2019,1179,L,W,W,W,L
2019,1372,L,L,L,L,W
2019,1337,L,W,W,W,L
2019,1421,L,L,L,L,L
2019,3146,L,W,L,L,L
2019,3375,L,W,W,W,W
2019,1212,L,W,W,W,W
2019,3161,L,L,L,L,L
2019,1201,L,W,W,W,W
2019,1434,L,W,L,L,L
2019,3366,L,W,L,L,L
2019,3341,L,W,W,W,L
2019,1224,L,W,W,W,W
2019,1251,W,W,W,W,W
2019,1343,L,L,L,L,W
2019,3297,L,W,W,W,W
2019,3223,W,W,L,L,L
2019,1170,L,W,L,W,L
2019,3101,W,W,W,W,L
2020,1114,L,W,W,W,L
2020,1116,W,L,W,L,W
2020,1120,W,L,L,W,W
2020,1124,L,W,L,W,L
2020,1135,W,W,L,L,L
2020,1137,L,W,W,L,W
2020,1140,L,W,W,W,W
2020,1143,W,L,L,W,W
2020,1144,L,W,L,W,L
2020,1158,L,W,W,L,L
2020,1161,L,W,L,W,L
2020,1165,W,L,L,L,W
2020,1166,W,W,L,W,W
2020,1177,W,L,W,L,L
2020,1181,W,W,L,L,W
2020,1182,L,W,W,W,L
2020,1184,L,W,W,L,L
2020,1187,L,L,L,W,L
2020,1196,L,W,L,W,L
2020,1200,W,L,W,L,L
2020,1202,L,W,W,W,L
2020,1206,W,W,L,L,L
2020,1208,W,L,L,W,L
2020,1210,W,W,W,W,L
2020,1211,W,W,W,W,L
2020,1216,W,W,L,W,W
2020,1228,W,L,W,W,W
2020,1231,W,L,W,L,L
2020,1235,L,L,L,L,W
2020,1243,W,W,L,L,L
2020,1246,W,L,W,W,W
2020,1248,L,W,W,L,L
2020,1257,L,W,L,W,W
2020,1260,L,W,W,L,W
2020,1266,L,L,L,W,L
2020,1268,W,L,L,W,L
2020,1269,L,W,L,W,W
2020,1272,L,W,W,L,W
2020,1276,L,W,L,L,W
2020,1278,W,W,L,L,L
2020,1280,W,L,W,W,L
2020,1284,L,W,W,L,W
2020,1287,L,L,L,W,L
2020,1318,L,W,W,L,W
2020,1320,L,W,W,W,L
2020,1325,W,W,L,W,W
2020,1328,W,L,W,W,L
2020,1332,W,W,W,W,L
2020,1333,W,W,W,L,L
2020,1335,W,W,W,L,L
2020,1336,L,L,L,W,L
2020,1344,W,W,W,W,W
2020,1348,W,L,L,W,L
2020,1351,W,W,W,L,L
2020,1355,L,L,W,W,W
2020,1361,L,W,W,W,W
2020,1371,L,L,W,W,W
2020,1373,W,W,W,W,W
2020,1374,L,L,L,W,L
2020,1378,W,L,W,W,L
2020,1386,L,L,L,W,L
2020,1387,W,W,W,W,W
2020,1388,L,W,W,L,W
2020,1396,L,L,L,L,L
2020,1397,L,W,W,L,L
2020,1398,L,W,L,W,L
2020,1400,L,W,W,W,W
2020,1403,L,L,L,L,W
2020,1406,L,W,W,W,L
2020,1409,L,W,W,W,W
2020,1414,L,W,W,W,W
2020,1415,W,W,L,W,L
2020,1422,L,L,L,W,W
2020,1424,L,W,W,W,W
2020,1425,W,W,W,L,L
2020,1428,L,W,L,L,W
2020,1429,W,W,W,L,W
2020,1433,L,L,W,L,L
2020,1434,L,W,W,W,L
2020,1437,W,W,L,W,W
2020,1439,L,L,W,L,L
2020,1443,W,L,W,L,W
2020,1455,W,L,W,W,L
2020,1456,L,W,W,W,W
2020,1461,L,W,W,L,L
2020,1462,L,L,L,W,W
2020,1463,L,W,W,W,W
2020,1465,L,L,W,W,W
2020,3107,L,L,L,L,L
2020,3112,L,W,L,W,L
2020,3113,L,L,W,L,W
2020,3124,L,W,W,W,W
2020,3127,L,W,W,W,W
2020,3130,L,W,W,W,L
2020,3136,L,W,L,W,L
2020,3138,L,W,W,W,W
2020,3150,W,L,L,W,W
2020,3153,L,W,W,W,W
2020,3159,L,L,L,L,W
2020,3166,L,W,W,W,L
2020,3171,W,L,L,W,L
2020,3172,L,W,L,W,L
2020,3173,W,W,W,W,W
2020,3180,W,W,W,L,W
2020,3181,L,W,L,W,W
2020,3195,W,W,W,L,W
2020,3196,L,L,L,W,L
2020,3199,L,W,W,L,W
2020,3210,L,W,W,W,L
2020,3217,L,W,L,L,L
2020,3218,W,W,L,L,L
2020,3228,L,L,L,L,L
2020,3237,W,W,W,L,W
2020,3245,W,L,W,W,W
2020,3246,L,W,L,W,L
2020,3247,L,W,L,W,L
2020,3248,L,L,W,W,W
2020,3251,W,W,W,W,W
2020,3257,L,W,W,W,W
2020,3260,L,L,L,L,L
2020,3261,L,W,L,W,L
2020,3266,L,W,W,W,W
2020,3268,W,W,W,W,W
2020,3272,L,W,L,L,L
2020,3277,L,W,W,L,W
2020,3279,L,L,L,L,L
2020,3281,L,W,L,L,W
2020,3282,W,W,W,W,W
2020,3283,W,W,W,L,W
2020,3305,L,W,L,L,L
2020,3307,L,W,L,L,L
2020,3323,L,W,W,W,L
2020,3329,L,L,L,W,L
2020,3336,L,L,L,L,L
2020,3342,W,W,L,L,L
2020,3343,W,W,W,W,W
2020,3349,W,W,W,W,W
2020,3350,L,W,L,L,W
2020,3353,L,W,W,W,W
2020,3362,L,W,W,W,L
2020,3364,W,W,L,W,W
2020,3367,W,W,L,L,L
2020,3372,W,L,W,W,L
2020,3374,L,W,L,W,W
2020,3376,W,W,W,W,W
2020,3377,W,W,W,W,W
2020,3378,L,W,L,W,W
2020,3385,L,W,W,W,W
2020,3389,L,W,L,L,L
2020,3390,L,W,W,W,L
2020,3392,W,W,W,L,L
2020,3393,L,W,L,L,L
2020,3395,W,W,L,L,W
2020,3396,L,W,L,L,L
2020,3397,L,W,W,W,W
2020,3401,L,L,L,W,W
2020,3405,W,W,L,W,L
2020,3408,L,W,W,L,L
2020,3414,L,W,W,W,W
2020,3417,L,W,W,W,L
2020,3425,L,W,W,W,W
2020,3433,L,W,W,W,W
2020,3435,L,W,L,L,L
2020,3438,L,L,W,W,L
2020,3439,L,L,W,L,W
2020,3448,L,W,W,L,W
2020,3450,L,L,L,L,L
2020,3456,L,W,W,W,L
2020,3458,L,W,L,L,L
2020,3463,W,W,L,W,L
2020,3464,L,L,L,L,W
2020,3465,W,W,W,L,W
2020,3467,W,W,L,W,W
2020,1283,L,W,W,L,W
2020,1349,L,L,W,W,L
2020,1204,W,W,L,W,W
2020,1146,L,L,L,W,L
2020,1136,L,W,L,L,W
2020,1193,L,W,L,L,L
2020,1168,W,L,L,L,L
2020,1337,L,W,L,L,W
2020,1157,L,W,L,W,L
2020,1367,L,W,W,L,L
2020,1176,L,W,L,W,L
2020,1127,L,W,L,W,L
2020,1244,L,L,L,L,L
2020,1108,L,W,W,L,W
2020,1242,W,W,W,W,W
2020,1343,L,W,L,W,W
2020,1151,L,W,W,W,L
2020,1440,L,W,L,L,L
2020,1316,L,W,W,W,L
2020,1383,L,W,L,L,L
2020,1205,L,W,W,W,W
2020,1298,L,L,W,L,L
2020,1441,L,W,L,W,W
2020,1301,W,W,L,W,L
2020,1106,L,L,L,L,L
2020,1148,L,L,L,W,W
2020,1311,W,W,W,L,W
2020,1442,L,L,L,L,L
2020,1290,W,L,L,L,L
2020,1295,W,W,W,W,W
2020,1277,W,W,W,W,W
2020,1162,L,L,L,L,L
2020,1274,L,W,L,L,L
2020,1413,L,L,W,L,W
2020,1259,L,L,L,W,W
2020,1221,L,L,L,L,L
2020,1262,L,W,L,W,L
2020,1354,L,L,L,L,L
2020,1111,L,W,W,L,W
2020,1156,L,L,W,L,L
2020,1198,W,L,L,W,L
2020,1250,L,W,W,W,W
2020,1359,L,W,L,L,L
2020,1131,W,W,W,W,L
2020,1330,L,L,W,W,L
2020,1382,L,W,L,L,W
2020,1427,L,L,L,W,L
2020,1201,L,W,L,W,L
2020,1169,W,W,W,W,L
2020,1104,L,L,W,L,W
2020,1271,L,L,L,L,L
2020,1357,L,W,W,W,W
2020,1254,L,W,L,W,L
2020,1164,W,W,W,L,L
2020,1410,W,W,L,L,W
2020,1411,W,L,L,W,W
2020,1447,L,L,W,W,W
2020,1110,L,W,W,L,W
2020,1240,L,W,L,W,W
2020,1115,L,L,L,W,L
2020,1133,W,W,W,L,W
2020,1195,L,L,W,W,L
2020,1458,W,W,W,W,W
2020,1180,L,W,L,L,L
2020,1421,L,W,L,W,W
2020,1105,L,L,W,L,L
2020,1294,W,W,L,W,W
2020,1183,L,W,W,W,W
2020,1203,L,L,L,L,L
2020,1223,L,W,L,L,L
2020,1360,L,L,L,L,L
2020,1304,L,L,L,L,L
2020,1299,W,L,W,W,W
2020,1236,L,W,L,W,L
2020,1197,L,W,W,L,W
2020,1305,L,L,W,W,W
2020,1286,L,W,W,L,L
2020,1384,L,W,W,L,W
2020,1405,W,W,L,W,W
2020,1119,L,L,W,W,L
2020,1155,W,L,L,W,L
2020,1399,L,L,W,W,L
2020,1303,L,L,W,W,W
2020,1219,L,L,L,L,W
2020,1226,W,L,L,W,L
2020,1239,L,W,L,W,L
2020,1392,L,W,L,W,L
2020,1238,W,W,W,W,W
2020,3162,L,L,W,W,W
2020,3315,L,L,W,L,L
2020,3102,L,W,W,W,L
2020,3306,L,L,L,W,W
2020,3373,L,W,L,L,W
2020,3262,L,W,W,W,L
2020,3135,L,L,L,L,W
2020,3148,W,W,L,L,L
2020,3205,W,W,W,W,L
2020,3428,L,W,L,L,W
2020,3312,L,L,L,L,L
2020,3303,L,L,L,W,L
2020,3436,L,L,L,L,L
2020,3207,L,L,L,L,L
2020,3252,L,L,L,W,W
2020,3346,W,W,L,W,L
2020,3219,W,W,W,W,W
2020,3198,W,L,L,L,L
2020,3212,W,L,W,L,L
2020,3149,L,L,L,L,L
2020,3222,L,L,L,L,L
2020,3296,L,W,W,L,W
2020,3361,L,W,W,L,L
2020,3152,L,L,L,L,L
2020,3123,L,W,L,W,W
2020,3182,L,W,W,W,L
2020,3291,W,L,L,W,W
2020,3224,L,W,W,L,L
2020,3192,W,W,W,L,L
2020,3313,W,L,W,W,L
2020,3443,W,W,L,W,W
2020,3178,L,L,L,L,L
2020,3309,W,W,L,L,W
2020,3288,W,W,W,W,W
2020,3447,L,L,L,L,W
2020,3108,L,L,W,W,L
2020,3185,W,W,L,L,W
2020,3290,L,L,L,L,L
2020,3442,L,L,L,W,W
2020,3176,L,W,W,W,W
2020,3278,L,W,L,L,L
2020,3388,L,W,L,L,L
2020,3415,L,L,L,L,L
2020,3200,L,W,W,W,L
2020,3225,W,W,W,W,W
2020,3406,L,L,L,W,L
2020,3354,L,L,L,L,L
2020,3351,W,W,W,W,W
2020,3311,W,W,W,W,W
2020,3422,L,W,W,W,L
2020,3375,W,W,W,L,L
2020,3294,L,W,L,L,W
2020,3430,L,L,W,W,W
2020,3197,L,W,L,W,L
2020,3409,L,W,W,L,L
2020,3270,L,L,L,L,L
2020,3106,L,L,L,L,W
2020,3318,W,L,L,W,L
2020,3239,L,L,W,W,W
2020,3382,L,L,L,L,L
2020,3254,L,L,L,W,W
2020,3186,L,L,L,L,L
2020,3383,L,L,L,L,W
2020,3325,W,W,L,L,L
2020,3352,W,W,W,W,L
2020,3193,W,W,W,L,L
2020,3190,L,L,W,L,L
2020,3114,L,W,L,L,L
2020,3209,L,L,L,L,L
2020,3238,W,L,W,W,W
2020,3363,L,W,W,W,W
2020,3451,L,W,L,L,L
2020,3169,L,W,L,L,W
2020,3111,L,W,W,L,L
2020,3240,L,W,W,L,W
2020,3137,W,W,W,W,W
2020,3384,L,L,L,L,L
2020,3423,W,L,L,W,W
2020,3337,L,W,W,L,L
2020,3119,L,W,L,W,L
2020,3316,L,W,W,L,L
2020,3344,L,W,L,W,L
2020,3145,L,L,L,L,W
2020,3253,L,W,W,L,L
2020,3269,L,W,W,W,W
2020,1112,W,L,W,L,L
2020,1130,L,L,L,L,L
2020,1139,W,W,W,L,L
2020,1159,L,W,W,W,L
2020,1207,L,L,L,L,L
2020,1229,L,W,L,W,L
2020,1241,L,L,L,L,L
2020,1256,W,W,L,W,W
2020,1263,L,W,W,L,L
2020,1281,W,L,L,W,L
2020,1314,L,W,L,W,W
2020,1326,L,W,W,W,W
2020,1329,W,W,W,W,L
2020,1338,L,W,L,L,L
2020,1345,L,W,W,L,L
2020,1363,L,L,L,L,L
2020,1364,W,W,L,W,W
2020,1376,L,W,L,W,L
2020,1385,W,W,L,W,L
2020,1390,L,L,L,W,W
2020,1401,W,W,L,L,W
2020,1408,L,L,L,W,W
2020,1417,L,W,W,W,W
2020,1435,L,W,W,L,L
2020,1438,W,W,W,W,W
2020,1444,L,L,W,W,L
2020,3120,L,W,L,W,L
2020,3125,L,W,W,W,W
2020,3132,L,L,W,L,W
2020,3155,L,W,L,L,L
2020,3184,W,L,L,L,L
2020,3201,L,W,W,L,W
2020,3203,L,W,W,W,L
2020,3206,L,L,L,W,L
2020,3214,L,W,W,W,W
2020,3220,L,L,L,L,L
2020,3241,W,W,W,W,W
2020,3250,W,W,W,L,L
2020,3292,W,W,W,W,L
2020,3301,W,W,W,W,W
2020,3304,L,L,W,L,L
2020,3320,W,W,L,W,L
2020,3371,L,W,W,W,L
2020,3387,L,W,W,L,W
2020,3416,L,W,W,W,W
2020,3453,L,W,W,W,W
2020,1319,L,L,L,W,L
2020,1448,L,L,L,W,W
2020,1237,L,L,W,L,L
2020,1312,L,W,L,L,W
2020,1291,L,L,L,W,L
2020,1125,W,W,W,W,W
2020,1150,L,W,L,W,L
2020,1394,L,W,W,W,W
2020,1467,W,L,W,L,W
2020,1230,L,L,L,L,L
2020,1323,W,W,L,L,W
2020,1153,W,W,L,W,L
2020,1331,L,W,W,W,L
2020,1199,W,W,L,W,W
2020,1453,L,W,W,W,L
2020,1220,W,W,W,W,L
2020,1466,L,W,W,W,L
2020,1273,L,W,W,W,W
2020,1285,L,L,W,L,W
2020,1322,W,W,W,L,L
2020,1368,L,W,W,L,L
2020,1253,L,W,L,L,W
2020,1369,L,L,L,L,W
2020,1393,W,L,W,L,W
2020,1270,L,W,L,W,W
2020,3459,L,L,W,L,L
2020,3151,L,W,W,W,W
2020,3156,L,W,W,L,L
2020,3202,L,W,W,L,W
2020,3297,L,W,W,W,W
2020,3142,W,W,L,W,W
2020,3437,L,W,W,L,W
2020,3158,L,L,L,W,W
2020,3104,L,W,W,W,W
2020,3216,W,L,L,L,L
2020,3255,L,W,W,L,L
2020,3175,L,L,L,L,L
2020,3187,L,L,W,L,W
2020,3299,L,L,W,W,W
2020,3105,W,W,W,L,L
2020,3295,L,W,W,L,W
2020,3357,W,W,W,W,W
2020,3404,L,W,W,W,W
2020,3338,L,W,L,L,L
2020,3141,L,W,L,L,W
2020,1179,L,W,W,L,L
2020,1267,W,W,W,L,W
